City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,pointe aux piments,-20.0628,57.5131,19.18,85,0,3.67,MU,1722819125
294,tercan,39.7794,40.3925,15.16,65,0,0.57,TR,1722819126
295,thompson,55.7435,-97.8558,21.09,35,40,4.63,CA,1722818877
296,aridaia,40.9731,22.0564,25.08,52,59,4.93,GR,1722819128
297,saltillo,25.4167,-101.0,26.68,45,0,6.17,MX,1722818991
298,betanzos,43.2804,-8.2147,20.51,92,100,2.57,ES,1722819130
299,salalah,17.0151,54.0924,25.05,94,100,1.03,OM,1722819132
300,klaksvik,62.2266,-6.589,12.51,98,100,14.49,FO,1722819133
301,port hedland,-20.3167,118.5667,18.03,55,0,7.2,AU,1722819134
302,colesberg,-30.72,25.0972,4.3,80,1,4.54,ZA,1722819135
303,vila franca do campo,37.7167,-25.4333,23.23,90,2,1.69,PT,1722819136
304,san-pedro,4.7485,-6.6363,24.06,84,100,2.37,CI,1722819137
305,pemangkat,1.1667,108.9667,27.27,80,13,2.46,ID,1722819138
306,mount pearl,47.5166,-52.7813,21.19,95,75,6.69,CA,1722819140
307,smirnykh,49.75,142.8333,17.89,64,100,2.66,RU,1722819141
308,frederikshavn,57.4407,10.5366,14.83,81,64,5.6,DK,1722819142
309,sitka,57.0531,-135.33,25.94,36,0,3.09,US,1722819143
310,toliara,-23.35,43.6667,18.63,61,0,2.31,MG,1722819144
311,mata-utu,-13.2816,-176.1745,27.0,73,100,3.1,WF,1722819145
312,hithadhoo,-0.6,73.0833,28.64,74,100,3.89,MV,1722818769
313,pingliang,35.5392,106.6861,23.26,75,100,1.63,CN,1722819147
314,jincheng,35.5022,112.8328,28.19,58,1,1.92,CN,1722819149
315,salekhard,66.53,66.6019,8.64,65,100,9.43,RU,1722819150
316,sandnessjoen,66.0217,12.6316,16.29,76,30,5.54,NO,1722819151
317,morehead,37.2711,-87.1764,27.86,82,0,0.0,US,1722819013
318,puerto aysen,-45.4,-72.7,3.01,99,100,1.38,CL,1722818892
319,ebaye,8.7748,167.7392,30.01,79,40,3.09,MH,1722819154
320,naze,28.3667,129.4833,31.51,72,15,6.71,JP,1722819155
321,labytnangi,66.6572,66.4183,9.35,61,100,9.14,RU,1722819156
322,izluchinsk,60.9794,76.9242,16.01,89,100,1.14,RU,1722819157
323,plastun,44.7561,136.2939,19.21,54,100,2.18,RU,1722819159
324,cambebba,-3.6209,-38.8291,28.76,80,8,5.44,BR,1722819160
325,palikir - national government center,6.9248,158.1611,31.41,70,75,4.12,FM,1722819161
326,castillos,-34.1667,-53.8333,10.17,83,99,2.03,UY,1722819162
327,masterton,-40.9597,175.6575,11.6,69,100,1.75,NZ,1722819163
328,puerto baquerizo moreno,-0.9,-89.6,19.64,85,26,5.63,EC,1722819164
329,torshalla,59.4167,16.4667,15.5,97,35,1.15,SE,1722819166
330,rongelap,11.1635,166.8941,28.73,78,73,6.46,MH,1722819168
331,coahuayana de hidalgo,18.7,-103.6583,27.31,83,100,1.49,MX,1722819191
332,bocas del toro,9.3333,-82.25,26.14,79,80,1.79,PA,1722819192
333,amparafaravola,-17.5833,48.2167,13.52,87,100,1.28,MG,1722819193
334,ghadamis,30.1337,9.5007,27.13,50,0,4.65,LY,1722819195
335,jizzax,40.1158,67.8422,24.71,25,2,2.67,UZ,1722819196
336,mitsamiouli,-11.3847,43.2844,24.44,62,1,2.69,KM,1722819197
337,mariental,-24.6333,17.9667,6.56,87,95,3.6,NA,1722819198
338,poronaysk,49.2167,143.1167,13.99,80,100,1.19,RU,1722819199
339,greenville,35.6127,-77.3663,26.09,97,100,4.12,US,1722818972
340,bhamo,24.2667,97.2333,24.61,96,100,0.35,MM,1722819201
341,yung shue wan,22.2333,114.1167,33.22,79,91,3.96,HK,1722819202
342,fort frances,48.5999,-93.4003,21.12,61,94,1.54,CA,1722819203
343,port alfred,-33.5906,26.891,12.61,60,1,10.61,ZA,1722819205
344,rabigh,22.7986,39.0349,31.62,75,96,1.85,SA,1722819206
345,stary krym,45.0333,35.1,18.14,90,52,2.18,UA,1722819207
346,barclayville,4.6797,-8.2339,23.32,88,53,1.18,LR,1722819208
347,muriae,-21.1306,-42.3664,18.99,85,0,2.33,BR,1722819030
348,aasiaat,68.7098,-52.8699,2.07,91,1,2.45,GL,1722819210
349,jamestown,42.097,-79.2353,23.8,60,0,2.57,US,1722819211
350,runka,12.4479,7.3092,23.08,87,97,4.84,NG,1722819212
351,lugulu,0.3936,34.3053,17.01,85,57,1.34,KE,1722819213
352,taulaga,-11.0553,-171.0883,27.09,81,100,5.6,AS,1722819215
353,dryden,49.7833,-92.7503,19.16,55,75,2.06,CA,1722819216
354,kalabo,-14.97,22.6814,15.07,28,5,2.01,ZM,1722819217
355,veinticinco de mayo,-35.4323,-60.1727,9.99,66,3,0.45,AR,1722818947
356,tindouf,27.6711,-8.1474,37.25,8,0,2.06,DZ,1722819219
357,birzebbuga,35.8258,14.5269,26.2,88,20,1.54,MT,1722819220
358,knysna,-34.0363,23.0471,8.24,72,4,3.73,ZA,1722819223
359,merizo village,13.2658,144.6691,29.43,85,100,4.93,GU,1722819224
360,rijau,11.103,5.2507,21.95,93,72,1.86,NG,1722819225
361,posto fiscal rolim de moura,-13.0833,-62.2667,28.36,38,59,0.83,BR,1722819226
362,la passe,45.5549,-0.8967,19.13,91,0,2.84,FR,1722819228
363,amal,59.051,12.7049,15.21,90,2,2.88,SE,1722819229
364,kulhudhuffushi,6.6221,73.07,27.67,78,100,4.39,MV,1722819230
365,bardai,11.65,7.2333,21.04,92,88,3.77,NG,1722819231
366,taichung,24.1469,120.6839,32.7,73,40,1.54,TW,1722819233
367,garissa,-0.4536,39.6401,21.7,80,26,5.87,KE,1722819234
368,bocaiuva,-17.1078,-43.815,22.84,61,1,4.0,BR,1722819235
369,touros,-5.1989,-35.4608,23.33,82,16,5.36,BR,1722818955
370,tocopilla,-22.092,-70.1979,16.62,75,35,2.54,CL,1722819237
371,pangoa,-12.1167,-73.0,22.62,70,8,1.56,PE,1722819239
372,taro,-8.3862,115.28,24.0,66,52,1.68,ID,1722819240
373,haiku-pauwela,20.9219,-156.3051,29.03,61,20,10.29,US,1722819241
374,nakamura,32.9833,132.9333,32.42,65,0,1.84,JP,1722819243
375,sterling,39.0062,-77.4286,27.53,77,0,2.06,US,1722819244
376,fort mcmurray,56.7268,-111.381,24.77,31,0,2.57,CA,1722819245
377,baiti,13.745,-14.7482,23.58,97,100,2.96,SN,1722819246
378,holmestrand,59.4876,10.3176,14.11,50,7,1.51,NO,1722819247
379,la ronge,55.1001,-105.2842,21.14,35,100,2.06,CA,1722819069
380,island harbour,50.724,-1.2758,16.68,75,23,1.34,GB,1722819250
381,neftcala,39.3742,49.2472,25.98,75,0,2.68,AZ,1722819251
382,yermentau,51.6214,73.1069,16.3,75,48,3.14,KZ,1722819252
383,noosa heads,-26.3833,153.15,19.63,56,39,3.73,AU,1722819253
384,kas,36.2018,29.6377,28.01,43,0,1.78,TR,1722819255
385,trincomalee,8.5711,81.2335,26.29,84,15,5.44,LK,1722819256
386,sedan,49.6667,5.0,13.93,99,49,0.64,FR,1722819257
387,hinton,53.4001,-117.5857,14.33,97,100,1.79,CA,1722819043
388,okhotsk,59.3833,143.3,16.54,64,98,2.55,RU,1722819259
389,arawa,-6.2132,155.5367,30.02,70,9,0.86,PG,1722819260
390,tamanrasset,22.785,5.5228,25.95,17,0,2.57,DZ,1722819261
391,mukwonago,42.8667,-88.3334,26.7,77,40,0.0,US,1722819263
392,peace river,56.2501,-117.286,18.17,77,100,5.66,CA,1722819099
393,ust-tsilma,65.441,52.1498,14.71,79,100,4.19,RU,1722819265
394,singarayakonda,15.25,80.0333,29.02,65,20,4.49,IN,1722819266
395,zhangye,38.9342,100.4517,28.04,19,100,3.5,CN,1722819267
396,sampang,-7.1872,113.2394,26.46,65,11,4.08,ID,1722819268
397,gorlitz,51.1552,14.9885,16.25,84,84,0.45,DE,1722819269
398,san antonio de pale,-1.4014,5.6325,22.19,70,83,2.87,GQ,1722819270
399,el alto,-4.2714,-81.2147,19.81,84,40,7.73,PE,1722819272
400,vilyuchinsk,52.9306,158.4028,20.15,73,100,2.35,RU,1722819273
401,saint-joseph,-21.3667,55.6167,18.21,76,21,2.72,RE,1722819274
402,minas de marcona,-15.2119,-75.1103,10.83,86,48,4.89,PE,1722819275
403,nova vicosa,-17.8919,-39.3719,22.34,87,6,3.22,BR,1722819276
404,vila velha,-20.3297,-40.2925,21.08,97,75,1.79,BR,1722819277
405,watampone,-4.5386,120.3279,26.88,75,100,3.73,ID,1722819278
406,divnoye,45.9089,43.3547,24.7,44,0,4.01,RU,1722819279
407,salem,11.65,78.1667,23.56,96,100,0.63,IN,1722818742
408,askino,56.0901,56.5783,15.21,95,100,3.41,RU,1722819283
409,bengkulu,-3.8004,102.2655,24.81,90,33,3.53,ID,1722819284
410,gangtok,27.3333,88.6167,21.51,92,100,0.41,IN,1722819285
411,kamal,-7.1678,112.7192,25.94,66,15,1.35,ID,1722819286
412,saldanha,-33.0117,17.9442,4.03,60,10,3.1,ZA,1722819287
413,vera cruz,-12.6333,-41.0333,18.06,84,16,3.25,BR,1722819288
414,tazovsky,67.4667,78.7,7.47,68,97,5.87,RU,1722819291
415,ketchikan,55.3422,-131.6461,25.26,41,0,5.66,US,1722819292
416,trairi,-3.2778,-39.2689,25.29,81,6,5.37,BR,1722819277
417,harper,4.375,-7.7169,24.38,83,100,3.09,LR,1722819294
418,el galpon,-25.3807,-64.6526,15.28,45,0,1.71,AR,1722819295
419,san ignacio de velasco,-16.3667,-60.95,26.87,39,78,1.44,BO,1722819257
420,comrat,46.3003,28.6572,17.6,80,29,2.61,MD,1722819297
421,along,28.1667,94.7667,22.61,95,64,0.15,IN,1722819299
422,sonoita,31.85,-112.8333,37.8,33,1,6.35,MX,1722819300
423,cianorte,-23.6633,-52.605,21.25,43,0,2.37,BR,1722819253
424,noumea,-22.2763,166.4572,22.78,99,8,6.54,NC,1722819303
425,maridi,4.9158,29.4742,18.91,98,76,1.63,SS,1722819304
426,swiebodzin,52.2475,15.5336,15.2,91,100,4.28,PL,1722819306
427,aykhal,66.0,111.5,20.58,40,36,6.61,RU,1722819307
428,eirunepe,-6.6603,-69.8736,22.86,92,39,1.04,BR,1722819308
429,cidade velha,14.9167,-23.6167,27.26,78,20,2.06,CV,1722819309
430,awjilah,29.1081,21.2869,27.5,45,0,3.19,LY,1722819311
431,coquimbo,-29.9533,-71.3436,12.21,73,75,2.06,CL,1722819156
432,creston,41.0586,-94.3614,32.06,48,8,3.74,US,1722819314
433,portoviejo,-1.05,-80.45,23.67,85,74,2.06,EC,1722818880
434,adolfo ruiz cortines,25.75,-108.75,33.34,47,7,4.0,MX,1722819317
435,potenza,40.6443,15.8086,18.68,82,11,1.08,IT,1722819318
436,essaouira,31.5125,-9.77,21.72,88,0,2.06,MA,1722819320
437,zanjan,36.6736,48.4787,19.88,51,0,2.86,IR,1722819321
438,ancud,-41.8697,-73.8203,7.98,91,100,8.32,CL,1722819322
439,el calafate,-50.3408,-72.2768,0.4,94,96,2.82,AR,1722819325
440,nili,33.7218,66.1302,18.84,25,0,2.67,AF,1722819326
441,tommot,58.9564,126.2925,15.44,97,100,2.14,RU,1722819327
442,carutapera,-1.195,-46.02,25.45,82,6,2.99,BR,1722819329
443,skelleftea,64.7507,20.9528,15.0,100,75,1.54,SE,1722819330
444,afaahiti,-17.75,-149.2833,25.93,74,6,5.05,PF,1722819332
445,ciudad lazaro cardenas,17.9583,-102.2,27.97,80,100,3.48,MX,1722819112
446,ghat,24.9647,10.1728,31.69,13,0,1.77,LY,1722819335
447,puerto san jose,13.9256,-90.8244,30.03,75,75,2.06,GT,1722819336
448,santo tome,-31.6627,-60.7653,14.45,59,2,1.79,AR,1722819338
449,lokot',52.565,34.5776,16.82,71,100,1.95,RU,1722819339
450,sao miguel do iguacu,-25.3481,-54.2378,20.49,36,100,2.69,BR,1722819340
451,ongjin,37.9347,125.3619,28.13,82,93,4.36,KP,1722819341
452,wuyang,31.9925,116.2472,32.29,68,100,1.81,CN,1722819342
453,aksu,41.1231,80.2644,24.42,45,0,2.15,CN,1722819343
454,mili,6.0815,171.735,28.61,77,34,6.35,MH,1722819344
455,baukau,51.5526,7.2042,17.73,83,94,0.94,DE,1722819346
456,morehead city,34.7229,-76.726,28.0,86,0,6.69,US,1722819127
457,thabazimbi,-24.5917,27.4116,15.65,26,7,2.17,ZA,1722819348
458,tsiombe,-25.3,45.4833,15.55,93,1,1.48,MG,1722819349
459,rouissat,31.9243,5.3502,33.04,25,0,2.57,DZ,1722819350
460,boquete,8.7833,-82.4333,17.78,88,100,0.45,PA,1722819351
461,subaykhan,34.8544,40.6083,29.39,46,0,6.19,SY,1722819352
462,tagiura,32.8817,13.3506,26.77,81,1,4.29,LY,1722819353
463,neryungri,56.6709,124.6491,13.36,99,100,0.53,RU,1722819354
464,sao tome,0.3365,6.7273,23.23,78,88,3.63,ST,1722819357
465,tual,-5.6667,132.75,25.22,85,86,8.95,ID,1722819065
466,kogalym,62.2654,74.4791,18.64,79,100,0.83,RU,1722819360
467,gilau,46.7324,23.3617,18.25,86,100,2.26,RO,1722819361
468,siwa oasis,29.2041,25.5195,29.01,36,13,2.6,EG,1722819364
469,nyurba,63.2842,118.3319,19.99,47,19,3.28,RU,1722819365
470,morristown,36.214,-83.2949,26.53,77,0,0.0,US,1722819073
471,kristiansund,63.1115,7.732,16.03,93,100,1.03,NO,1722819367
472,silves,37.1892,-8.4382,21.96,48,0,3.09,PT,1722819368
473,plainview,40.7765,-73.4673,23.75,91,0,2.06,US,1722819261
474,campbellsville,37.3434,-85.3419,26.77,84,4,1.28,US,1722819184
475,arish,31.1316,33.7984,24.62,71,0,1.94,EG,1722819372
476,selfoss,63.9331,-20.9971,11.14,75,100,12.43,IS,1722819373
477,muar,2.0442,102.5689,26.02,75,100,1.65,MY,1722819374
478,itoman,26.1247,127.6694,32.83,73,40,7.72,JP,1722819375
479,buncrana,55.1333,-7.45,18.01,97,100,4.78,IE,1722819377
480,las khorey,11.1595,48.1967,31.67,53,98,4.5,SO,1722819378
481,fale old settlement,-9.3852,-171.2468,27.68,81,100,6.4,TK,1722819379
482,ilha de mocambique,-15.0342,40.7358,22.08,79,93,1.18,MZ,1722819381
483,miri,4.4148,114.0089,25.08,88,40,1.54,MY,1722819382
484,saint michael,45.21,-93.665,25.99,78,0,3.09,US,1722819309
485,ambovombe,-25.1667,46.0833,16.39,89,1,2.59,MG,1722819384
486,xinshi,31.047,113.141,30.29,72,57,4.57,CN,1722819385
487,macia,-25.0269,33.0989,19.64,31,5,1.44,MZ,1722819387
488,karachi,24.9056,67.0822,27.9,89,75,3.09,PK,1722819388
489,camalu,30.85,-116.0667,28.7,73,100,4.22,MX,1722819389
490,fort st. john,56.2499,-120.8529,12.94,88,75,3.09,CA,1722819390
491,basoko,1.2391,23.616,22.02,95,100,1.83,CD,1722819391
492,tobelo,1.7284,128.0095,27.65,77,100,1.84,ID,1722819392
493,diego de almagro,-26.3667,-70.05,12.23,58,0,0.47,CL,1722819394
494,sao paulo de olivenca,-3.3783,-68.8725,23.43,94,93,0.64,BR,1722819395
495,neyriz,29.1988,54.3278,28.32,19,95,1.34,IR,1722819396
496,muromtsevo,56.3724,75.2418,16.15,93,81,1.93,RU,1722819397
497,sadjoavato,-12.6334,49.349,17.15,90,30,1.36,MG,1722819398
498,saint-pierre,-21.3393,55.4781,18.82,55,40,3.6,RE,1722819400
499,kencong,-8.2833,113.3667,24.91,71,46,0.74,ID,1722819401
500,gros islet,14.0667,-60.95,28.9,89,75,5.14,LC,1722819402
501,onsala,57.4253,12.029,14.84,86,98,3.62,SE,1722819404
502,tuy hoa,13.0833,109.3,29.66,66,6,4.26,VN,1722819405
503,malango,-2.9627,119.9001,23.88,73,98,1.46,ID,1722819406
504,rubio,7.7013,-72.3557,25.11,57,100,2.06,VE,1722819407
505,norfolk,42.1668,-71.2495,23.23,95,100,0.45,US,1722819408
506,basco,20.4487,121.9702,29.06,72,69,3.04,PH,1722819409
507,sao joao da barra,-21.6403,-41.0511,22.05,82,0,6.86,BR,1722819410
508,chirilagua,13.2203,-88.1386,24.58,91,89,0.7,SV,1722819411
509,west bay,19.3667,-81.4167,30.04,79,40,2.06,KY,1722819412
510,aral,40.5156,81.2636,26.86,36,100,0.6,CN,1722819415
511,kirakira,-10.4544,161.9205,26.14,88,100,6.06,SB,1722819416
512,gonabad,34.3529,58.6837,26.75,18,9,7.46,IR,1722819417
513,valley city,46.9233,-98.0032,20.29,77,0,3.6,US,1722819234
514,funafuti,-8.5243,179.1942,27.0,89,100,1.03,TV,1722819419
515,pavilosta,56.8879,21.1859,12.95,83,100,2.32,LV,1722819420
516,holualoa,19.6228,-155.9522,26.91,82,75,5.14,US,1722819421
517,jingmen,31.0336,112.2047,29.76,74,100,1.55,CN,1722819422
518,thal,35.4791,72.2439,16.84,85,77,0.77,PK,1722819424
519,maceio,-9.6658,-35.7353,21.69,100,75,0.0,BR,1722819425
520,gadzhiyevo,69.2551,33.3362,7.19,88,3,0.83,RU,1722819426
521,hailar,49.2,119.7,19.44,79,100,5.32,CN,1722819427
522,axum,14.1245,38.7244,15.04,86,98,1.72,ET,1722819428
523,rehti,22.7333,77.4333,23.56,97,100,3.92,IN,1722819429
524,arauca,7.0847,-70.7591,28.0,89,100,0.51,CO,1722819430
525,dokkum,53.3222,5.997,17.22,86,100,1.54,NL,1722819432
526,tagaw-bay,35.6994,66.0616,17.65,37,0,0.88,AF,1722819434
527,lanivtsi,49.8633,26.0908,18.26,59,100,2.62,UA,1722819435
528,minas de barroteran,27.6333,-101.2833,34.7,28,0,5.95,MX,1722819436
529,malindi,-3.2175,40.1191,23.31,74,9,5.82,KE,1722819437
530,san luis de la loma,17.2706,-100.8939,26.46,88,100,3.14,MX,1722819390
531,havre,49.5833,0.3333,12.87,88,0,1.03,FR,1722819439
532,kakamega,0.2842,34.7523,18.29,90,56,1.92,KE,1722819440
533,east end,34.5507,-92.341,30.92,70,0,2.23,US,1722819442
534,serdar,38.9764,56.2757,28.47,51,3,2.81,TM,1722819444
535,izbiceni,43.8333,24.65,20.34,61,100,1.72,RO,1722819445
536,ryotsu-minato,38.0833,138.4333,26.48,88,54,3.43,JP,1722819446
537,giyani,-23.3025,30.7187,19.41,22,8,1.97,ZA,1722819447
538,tabou,4.423,-7.3528,24.32,84,100,2.58,CI,1722819448
539,ibiza,38.9088,1.433,26.07,85,0,1.03,ES,1722819240
540,veraval,20.9,70.3667,27.47,88,100,7.29,IN,1722819450
541,kitaibaraki,36.7833,140.75,30.14,84,99,0.45,JP,1722819452
542,marathon,44.9,-89.7668,26.86,73,0,1.54,US,1722819453
543,labuan bajo,-8.4964,119.8877,26.53,60,11,0.97,ID,1722819454
544,sos'va,59.1766,61.8558,14.13,96,69,1.29,RU,1722819455
545,sarishabari,24.7333,89.8333,28.26,81,98,3.6,BD,1722819456
546,reggane,26.7158,0.1714,37.89,10,54,3.7,DZ,1722819457
547,puerto deseado,-47.7503,-65.8938,5.0,95,95,4.79,AR,1722819458
548,hammerfest,70.6634,23.6821,19.25,63,0,2.57,NO,1722819460
549,mhangura,-16.8939,30.1683,11.78,32,6,0.9,ZW,1722819461
550,nchelenge,-9.3451,28.734,17.28,34,24,1.28,ZM,1722819462
551,carlsbad,33.1581,-117.3506,33.76,69,0,4.63,US,1722819337
552,laranjeiras do sul,-25.4078,-52.4161,20.38,57,100,2.4,BR,1722819465
553,tekkali,18.6167,84.2333,26.97,86,100,1.86,IN,1722819467
554,san fernando,15.0286,120.6898,28.85,73,100,2.0,PH,1722819468
555,yakakent,41.6325,35.5289,23.5,51,39,1.16,TR,1722819469
556,mittweida,50.9833,12.9833,16.08,95,100,2.56,DE,1722819470
557,tema,5.667,-0.0166,24.23,94,75,4.12,GH,1722819471
558,diapaga,12.0708,1.7889,23.04,91,99,2.46,BF,1722819472
559,seymour,38.9592,-85.8903,28.38,67,27,1.32,US,1722819267
560,debila,33.5167,6.95,31.04,25,0,1.54,DZ,1722819475
561,kidal,18.4411,1.4078,31.31,46,90,4.49,ML,1722819476
562,pindushi,62.9152,34.58,9.26,97,14,2.72,RU,1722819477
563,tambura,5.6,27.4667,19.66,98,80,1.93,SS,1722819478
564,panacan,9.2463,118.4082,28.95,70,100,1.71,PH,1722819479
565,nadi,-17.8,177.4167,25.0,65,40,6.17,FJ,1722819480
566,yola,9.2,12.4833,24.72,79,100,0.92,NG,1722819481
567,zhangzhou,24.5133,117.6556,30.96,76,100,1.0,CN,1722819483
568,knyaze-volkonskoye,48.4642,135.4567,23.19,73,100,3.76,RU,1722819484
569,bei'an,46.4398,126.2373,23.43,97,100,4.75,CN,1722819485
570,tadine,-21.55,167.8833,22.03,53,10,6.61,NC,1722819486
571,moyynkum,44.2914,72.9469,26.13,34,0,1.72,KZ,1722819487
572,kushiro,42.975,144.3747,20.53,94,75,3.6,JP,1722819488
573,lillehammer,61.1146,10.4674,11.9,92,90,1.41,NO,1722819489
574,alofi,-19.0595,-169.9187,26.94,78,75,5.14,NU,1722819490
575,upington,-28.4478,21.2561,4.89,79,2,2.93,ZA,1722819491
576,ipua,-20.4381,-48.0122,23.33,50,100,2.96,BR,1722819493
577,taltal,-25.4,-70.4833,14.53,79,1,1.06,CL,1722819494
578,shwebo,22.5667,95.7,24.63,94,100,4.01,MM,1722819495
579,nanning,22.8167,108.3167,27.25,79,9,1.22,CN,1722819496
580,puerto penasco,31.3167,-113.5333,33.28,76,1,2.24,MX,1722819497
581,al faw,29.9776,48.4741,31.0,28,1,5.23,IQ,1722819498
582,al kharijah,25.4514,30.5464,30.74,16,26,3.48,EG,1722819499
583,nurlat,54.4277,50.8051,15.91,96,100,2.16,RU,1722819500
584,tofol,5.3248,163.0078,31.88,62,75,4.12,FM,1722819501
585,bathurst,-33.4166,149.5806,8.31,78,100,0.32,AU,1722819503
586,florence,43.7667,11.25,25.85,62,0,0.51,IT,1722819454
587,salahonda,2.1019,-78.7217,25.94,84,100,8.06,CO,1722819505
588,sal rei,16.1833,-22.9167,25.64,86,95,4.0,CV,1722819506
